"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","PHARMAEXP","TOT","PC_GDP","A","2014",0.5326,"P"
"LUX","PHARMAEXP","TOT","USD_CAP","A","1995",274.8046,
"LUX","PHARMAEXP","TOT","USD_CAP","A","1996",275.9418,
"LUX","PHARMAEXP","TOT","USD_CAP","A","1997",303.8553,
"LUX","PHARMAEXP","TOT","USD_CAP","A","1998",316.8503,
"LUX","PHARMAEXP","TOT","USD_CAP","A","1999",356.9362,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2000",382.5495,"B"
"LUX","PHARMAEXP","TOT","USD_CAP","A","2001",415.5978,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2002",459.4361,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2003",491.1128,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2004",526.8263,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2005",519.6022,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2006",562.2157,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2007",587.1026,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2008",607.325,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2009",626.6435,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2010",618.9361,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2011",536.2454,"B"
"LUX","PHARMAEXP","TOT","USD_CAP","A","2012",549.8183,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2013",565.3348,"P"
"LUX","PHARMAEXP","TOT","USD_CAP","A","2014",563.0244,"P"
"MEX","PHARMAEXP","TOT","PC_GDP","A","1999",0.9308,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2000",0.9682,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2001",1.0447,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2002",1.17,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2003",2.134,"B"
"MEX","PHARMAEXP","TOT","PC_GDP","A","2004",2.1199,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2005",2.1083,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2006",1.9844,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2007",1.9744,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2008",1.9037,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2009",2.0042,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2010",1.8961,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2011",1.6231,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2012",1.704,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2013",1.645,
"MEX","PHARMAEXP","TOT","PC_GDP","A","2014",1.5338,"B"
"MEX","PHARMAEXP","TOT","USD_CAP","A","1999",85.0222,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2000",96.5687,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2001",105.263,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2002",120.7261,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2003",230.6509,"B"
"MEX","PHARMAEXP","TOT","USD_CAP","A","2004",242.4807,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2005",260.1944,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2006",267.9837,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2007",279.0117,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2008",280.6724,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2009",288.5659,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2010",287.0493,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2011",265.7899,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2012",289.3438,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2013",279.3099,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2014",279.1165,"B"
"NLD","PHARMAEXP","TOT","PC_GDP","A","1972",0.6611,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1973",0.6367,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1974",0.6088,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1975",0.6172,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1976",0.5882,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1977",0.5753,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1978",0.5714,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1979",0.5657,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1980",0.555,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1981",0.5604,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1982",0.5984,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1983",0.5912,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1984",0.6138,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1985",0.636,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1986",0.6696,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1987",0.7097,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1988",0.7072,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1989",0.6904,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1990",0.7201,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1991",0.7367,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1992",0.8216,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1993",0.8725,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1994",0.8502,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1995",0.8579,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1996",0.8476,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1997",0.8169,
"NLD","PHARMAEXP","TOT","PC_GDP","A","1998",0.844,"B"
"NLD","PHARMAEXP","TOT","PC_GDP","A","1999",0.8615,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2000",0.8668,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2001",0.9102,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2002",0.9559,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2005",1.0326,"B"
"NLD","PHARMAEXP","TOT","PC_GDP","A","2006",0.9969,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2007",1.0164,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2008",0.9825,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2009",1.0219,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2010",1.0212,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2011",1.0026,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2012",0.9025,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2013",0.8478,
"NLD","PHARMAEXP","TOT","PC_GDP","A","2014",0.8305,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1972",32.8955,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1973",35.0476,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1974",37.777,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1975",41.527,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1976",43.4041,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1977",45.6765,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1978",49.383,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1979",53.6247,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1980",58.7526,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1981",63.9156,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1982",71.2531,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1983",74.4052,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1984",82.1117,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1985",89.6573,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1986",98.423,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1987",108.368,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1988",114.8554,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1989",120.916,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1990",135.3239,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1991",145.3754,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1992",167.385,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1993",182.9994,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1994",186.3928,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1995",197.0107,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1996",204.4913,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1997",209.5567,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1998",230.689,"B"
"NLD","PHARMAEXP","TOT","USD_CAP","A","1999",249.2002,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2000",273.3001,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2001",298.5904,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2002",324.5363,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2005",385.2308,"B"
"NLD","PHARMAEXP","TOT","USD_CAP","A","2006",406.8884,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2007",443.7637,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2008",453.3143,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2009",453.6011,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2010",457.2409,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2011",465.1039,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2012",419.2013,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2013",406.5655,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2014",400.7423,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1971",0.5835,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1976",0.6446,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1980",0.6809,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1981",0.6137,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1982",0.6631,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1983",0.6759,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1984",0.6677,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1985",0.657,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1986",0.7299,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1987",0.8187,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1988",0.8712,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1989",0.9001,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1990",0.9169,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1991",0.9991,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1992",1.0277,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1993",1.0287,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1994",1.096,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1995",1.0267,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1996",1.002,
"NZL","PHARMAEXP","TOT","PC_GDP","A","1997",1.0189,
"NZL","PHARMAEXP","TOT","PC_GDP","A","2004",0.8507,
"NZL","PHARMAEXP","TOT","PC_GDP","A","2005",0.885,
"NZL","PHARMAEXP","TOT","PC_GDP","A","2006",0.9762,
"NZL","PHARMAEXP","TOT","PC_GDP","A","2007",0.865,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1971",24.5485,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1976",41.6343,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1980",57.2186,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1981",57.9056,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1982",68.0196,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1983",74.6676,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1984",80.5372,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1985",81.3762,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1986",95.7824,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1987",108.9731,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1988",118.8376,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1989",128.3018,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1990",133.7857,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1991",145.4491,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1992",153.2277,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1993",164.1846,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1994",187.3643,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1995",183.6618,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1996",185.0063,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1997",194.9501,
"NZL","PHARMAEXP","TOT","USD_CAP","A","2004",213.3795,
"NZL","PHARMAEXP","TOT","USD_CAP","A","2005",227.2506,
"NZL","PHARMAEXP","TOT","USD_CAP","A","2006",270.7676,
"NZL","PHARMAEXP","TOT","USD_CAP","A","2007",254.095,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1970",0.342,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1971",0.3382,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1972",0.3323,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1973",0.3379,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1974",0.3465,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1975",0.3689,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1976",0.3661,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1977",0.3525,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1978",0.3379,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1979",0.3222,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1980",0.5963,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1981",0.5901,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1982",0.6136,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1983",0.6214,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1984",0.5994,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1985",0.5839,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1986",0.6219,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1987",0.6352,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1988",0.4852,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1989",0.498,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1990",0.5418,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1991",0.5732,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1992",0.5928,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1993",0.7455,"B"
"NOR","PHARMAEXP","TOT","PC_GDP","A","1994",0.677,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1995",0.6919,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1996",0.694,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1997",0.7459,"B"
"NOR","PHARMAEXP","TOT","PC_GDP","A","1998",0.8084,
"NOR","PHARMAEXP","TOT","PC_GDP","A","1999",0.8099,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2000",0.7873,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2001",0.8015,"B"
"NOR","PHARMAEXP","TOT","PC_GDP","A","2002",0.9057,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2003",0.9106,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2004",0.8881,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2005",0.8052,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2006",0.7308,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2007",0.6908,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2008",0.6333,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2009",0.6899,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2010",0.6819,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2011",0.7031,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2012",0.6785,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2013",0.6777,
"NOR","PHARMAEXP","TOT","PC_GDP","A","2014",0.6961,"P"
"NOR","PHARMAEXP","TOT","PC_GDP","A","2015",0.7594,"P"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1970",11.4045,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1971",12.4365,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1972",13.3248,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1973",14.8303,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1974",17.1165,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1975",20.7859,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1976",22.9188,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1977",24.3109,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1978",25.8005,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1979",27.7082,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1980",58.2678,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1981",63.8313,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1982",70.3977,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1983",76.7903,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1984",81.1211,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1985",85.8233,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1986",96.6753,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1987",102.561,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1988",80.4345,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1989",86.3033,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1990",98.9141,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1991",110.9337,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1992",120.8308,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1993",159.0485,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1994",154.0771,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1995",166.5759,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1996",184.4128,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1997",212.3842,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1998",225.8444,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1999",246.2762,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2000",289.6295,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2001",302.8758,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","2002",341.7338,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2003",355.0946,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2004",383.5067,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2005",389.3433,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2006",399.6847,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2007",392.7726,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2008",395.3583,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2009",387.4876,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2010",401.0269,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2011",441.1159,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2012",443.7613,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2013",452.7966,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2014",457.3797,"P"
"NOR","PHARMAEXP","TOT","USD_CAP","A","2015",501.9827,"P"
"POL","PHARMAEXP","TOT","PC_GDP","A","2002",1.7939,
"POL","PHARMAEXP","TOT","PC_GDP","A","2003",1.8825,
"POL","PHARMAEXP","TOT","PC_GDP","A","2004",1.8306,
"POL","PHARMAEXP","TOT","PC_GDP","A","2005",1.7381,
"POL","PHARMAEXP","TOT","PC_GDP","A","2006",1.6789,
"POL","PHARMAEXP","TOT","PC_GDP","A","2007",1.5598,
"POL","PHARMAEXP","TOT","PC_GDP","A","2008",1.5789,
"POL","PHARMAEXP","TOT","PC_GDP","A","2009",1.6309,
"POL","PHARMAEXP","TOT","PC_GDP","A","2010",1.5622,
"POL","PHARMAEXP","TOT","PC_GDP","A","2011",1.5056,
"POL","PHARMAEXP","TOT","PC_GDP","A","2012",1.3804,
"POL","PHARMAEXP","TOT","PC_GDP","A","2013",1.3842,"B"
"POL","PHARMAEXP","TOT","PC_GDP","A","2014",1.3419,
"POL","PHARMAEXP","TOT","USD_CAP","A","2002",207.9548,
"POL","PHARMAEXP","TOT","USD_CAP","A","2003",226.7531,
"POL","PHARMAEXP","TOT","USD_CAP","A","2004",238.8836,
"POL","PHARMAEXP","TOT","USD_CAP","A","2005",239.9754,
"POL","PHARMAEXP","TOT","USD_CAP","A","2006",254.2489,
"POL","PHARMAEXP","TOT","USD_CAP","A","2007",263.4521,
"POL","PHARMAEXP","TOT","USD_CAP","A","2008",284.9367,
"POL","PHARMAEXP","TOT","USD_CAP","A","2009",312.1552,
"POL","PHARMAEXP","TOT","USD_CAP","A","2010",326.2366,
"POL","PHARMAEXP","TOT","USD_CAP","A","2011",339.0674,
"POL","PHARMAEXP","TOT","USD_CAP","A","2012",325.7617,
"POL","PHARMAEXP","TOT","USD_CAP","A","2013",339.0404,"B"
"POL","PHARMAEXP","TOT","USD_CAP","A","2014",338.9912,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1970",0.3216,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1977",0.846,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1978",1.021,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1979",1.0255,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1980",1.0045,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1981",0.9782,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1982",0.9652,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1983",0.9688,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1984",1.0185,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1985",1.393,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1986",1.3649,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1987",1.4616,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1988",1.3973,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1989",1.3438,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1990",1.3957,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1991",1.4968,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1992",1.5674,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1993",1.6907,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1994",1.6729,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1995",1.7476,"B"
"PRT","PHARMAEXP","TOT","PC_GDP","A","1996",1.835,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1997",1.8324,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1998",1.7825,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2000",1.8325,"B"
"PRT","PHARMAEXP","TOT","PC_GDP","A","2001",1.8897,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2002",1.9292,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2003",1.9836,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2004",2.0763,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2005",2.0839,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2006",2.0412,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2007",2.0068,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2008",1.9812,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2009",1.991,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2010",1.8921,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2011",1.7511,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2012",1.5554,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2013",1.4191,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2014",1.3861,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1970",6.4515,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1977",33.6051,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1978",44.1445,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1979",50.165,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1980",55.427,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1981",59.4529,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1982",63.2428,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1983",65.5656,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1984",69.7636,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1985",100.9638,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1986",105.0007,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1987",122.7025,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1988",130.6355,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1989",139.1303,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1990",156.1085,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1991",180.9647,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1992",196.0777,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1993",211.8562,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1994",215.5683,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1995",238.91,"B"
"PRT","PHARMAEXP","TOT","USD_CAP","A","1996",260.2461,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1997",275.7296,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1998",281.7202,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2000",327.0505,"B"
"PRT","PHARMAEXP","TOT","USD_CAP","A","2001",351.276,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2002",372.9423,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2003",393.2273,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2004",421.4359,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2005",459.9626,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2006",487.2889,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2007",506.1541,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2008",517.0097,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2009",521.8271,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2010",509.7889,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2011",471.6194,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2012",421.9019,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2013",396.3588,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2014",398.6347,
"SVK","PHARMAEXP","TOT","PC_GDP","A","1999",1.9283,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2000",1.8429,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2001",1.8507,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2002",2.0723,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2003",2.1964,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2004",2.2151,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2005",2.2031,"B"
"SVK","PHARMAEXP","TOT","PC_GDP","A","2006",2.1421,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2007",2.1175,
